"HolderAddress","Balance","PendingBalanceUpdate"
"0x000000000000000000000000000000000000dead","70562.0200221711","No"
"0x00fd15f4973fa37018ad6325cf86b13b9b80b228","35861.2326707991","No"
"0x0361cb9a2eccc09eadb778acceb56d3d19978e33","0.250819312547432","No"
"0x03af9dee40d2d5144017b12e4cb9cddb5985eadf","61856.8119541787","No"
"0x044755b558083a7c4195d91f3b048dbfefbe2803","10000","No"
"0x04e52e4e486d29e29ba6b025e5d38bad87d010cb","48663.7080318108","No"
"0x073087490ac405530e6e9033d03bbd02c6611fc3","2002.75588443105","No"
"0x092599f72ad9365a6e1a99b3257a5db295924ba6","161615.117364442","No"
"0x0c329b88f5ee14deddbcc3cf9aff5a076f387f9d","14618.0777477389","No"
"0x0d098267499fa6a00503b1138269f0604d8f7711","8867.18977330309","No"
"0x0d3d4e4c487b052d6ad7cf84154ff01847e6d2ab","15556.3038852238","No"
"0x10a201bb44255116304fbe22a19f1055156c8486","133457.232489902","No"
"0x12f8caa1038b6f3601e3101727fdfaf68dbc453f","25534.5151922275","No"
"0x145e881bb4f39422d38fb2aa2e85b7b3129fff4d","195622.634777805","No"
"0x157177a6f9f4750bc6f1a8978df32b627ba38e74","34015.7402759304","No"
"0x1903c15f4bcf41300716648d84b62b2d8405e699","187998.120954169","No"
"0x19d9312f7cb828fd5419f626dc582944ee99aab9","0.781546826926469","No"
"0x19fcb2d9ed9101fc980a82ad4738c3477559d4e4","0.381100392011918","No"
"0x1c3a79bbdacf5d28aae10e9500ca12292bfef881","8999.47396028241","No"
"0x1d91da30b083fc17c5cda25b25819d4b8db27862","44967.9734641431","No"
"0x1e6fc9ca1aea9a0a033d6cb1ce17604e8e1fe70c","99684.45431758","No"
"0x1f2dafef7dcd1d8e8641ca6e3283052d0e23f7aa","67840.9271050778","No"
"0x1f37dc818ec11251297ba3deb38086cb2d017e98","4782.06061450807","No"
"0x1fce7b2cdd7296395674da2896ade417163590d4","147701.080503145","No"
"0x210af8c924a60d70538abbd6dcf54ed0cf516cce","13477.8314756941","No"
"0x2378170d7025a8d7ed02038dc90999047436bd21","148163.763138167","No"
"0x28c516a0a4a5876012303ca1726098386940a07a","5.520166E-12","No"
"0x29aef13149fa9e17d6b140aca7b45a705c0fff33","60357.439436144","No"
"0x2b9a56f93b903c56a80608058bb2fc1ebebef04f","4665.62586025507","No"
"0x2bd3e956d6e4b5c1730351fa10372819e3abb9a1","62036.4494228881","No"
"0x2be6293de33e92f1b2836bf2424e5bd2068e02b6","74551.6697697373","No"
"0x2e604e03d0b90e8aa058bb8bb6313e749606832c","61100","No"
"0x2ed7a7dab69c288d83908bebdb7e42927a5affdb","89392.9723208229","No"
"0x30c2d9dd59255d91b28282e13bda54c9b1a5e8c2","0.797738315665921","No"
"0x30cb1e845f6c03b988ec677a75700e70a019e2e4","18470.402244513","No"
"0x31c580eaa1dc9151988a078a094c930d3419f18e","11280","No"
"0x35bf1d478b6e87747154e641f7256b26de48ab9d","15679.2550410806","No"
"0x3944a32d673141ff684f2bc5a21f201b36d48e09","30080.00094","No"
"0x39ca735837d01f3f7d4fefdf589c0202965637f3","0.127996150533178","No"
"0x3a0eae25f1f7641f0d608557f9c906774282b50c","3165.96619918229","No"
"0x3a53f7df0049f64a7bf5b236258888734d3746a5","66108.2739155544","No"
"0x3bce956504971890035b59a50f1dff99d45719ea","9.552953E-12","No"
"0x3beb3b012a8ae18c36212a527596ad63b9e00c98","52681.3291053547","No"
"0x3df28bcfd5e58b18e82a8ca2dde52563a1ca0d0f","94000","No"
"0x3f8ff23c7622cdad0de6ff7ec72a2092f559964e","24459.0838559873","No"
"0x467498ccf5fa18325f14d983e01f971112f2c19c","4740","No"
"0x47a3eef73cc7e451d87cb88b93b19b42145b6dd9","10586.5316578201","No"
"0x47ed1593b499afc6425d848671b2b614e07ed895","8104.16414048697","No"
"0x48062f4b7d087d6167b69caba4cd2ef95b34363a","11508.0575713155","No"
"0x4861c001f75f2a221becb03da5627ecb2cc25eab","8328.92361116791","No"
"0x49d5174ab9f6b7752a91ce8f2963b84334d864a0","64921.8682544674","No"
"0x4a67c010e42ef3a711959f1b2fc51369cb779868","66335.8908017849","No"
"0x4fbdfacb2e256af387b19e55b06656077ab76632","30863.6513834501","No"
"0x510f30961c61225dcfeb3b6bdbadb6a8a995b99b","90536.3629053042","No"
"0x527442063cb7c034d0c7294b17d926508f08c2df","9774.50229265432","No"
"0x536d4833a46da8e766a01c3941fe225d9a2068ce","7356.55028273871","No"
"0x5557af571309c84ede48634f8ac5636f1a2ee899","3.3445E-14","No"
"0x586a44699af040a8a138d56a4a5d9c1cac993aab","55900.717769556","No"
"0x58bb6cf767f858d1648d7859b7cc3e23245e4846","17600.2952013639","No"
"0x5a9018bbc39a35c6630b8863d12d445680ef95e4","59811.3333733697","No"
"0x5c65efbce63fa52a2ae056aadca9e9655ea388ed","9E-18","No"
"0x5e5675d6d6d83a7f201507d8e71a171e694855aa","3415.06159170713","No"
