"HolderAddress","Balance","PendingBalanceUpdate"
"0x9f4975be8747b76b4710d6f84d246f0a313e8bc5","0.081246694","No"
"0x9f4e83963f365efd197e339f6e6ceda790b1922d","27652.61916265","No"
"0xa123b3ca0341575e06289023aef8c467ea13bcd6","31170.663944737","No"
"0xa1f16be17c9014878994995abc87b14fcd822de1","81926.553683168","No"
"0xa2386f3fc8fe509e2944fde532149291332dbceb","0.818737991","No"
"0xa2bdf890e70d3468df5efb50d1c1117cd937e6e5","158738.399509209","No"
"0xa2c829b3521dd0b91de2a2833c86cf2cbdba1aea","24804.43567756","No"
"0xa4b7fbeca522ccdff0e33f3c93a4c6d6fb1a9e00","49858.901253694","No"
"0xa4e075c42045b2f769c4ccfa69d753fa9d176235","3393.705732168","No"
"0xa665ee470a33c94093923e9663f16aa17a8280dc","102841.747112313","No"
"0xa895617e6bd5f6f3f49fac3dd08adf033d7302ff","68958.348821937","No"
"0xa8bebae05029bb487171f4640b278f58fda2a2ec","22284.662626625","No"
"0xa9dcb03d60afcf10bdfff68507c7a20d3576ef04","25000.000000236","No"
"0xaab203b8197baba8b209298b5328775e59e2f510","0.081246694","No"
"0xacf12e35f25b4ba66d0d5a8c5610bdc7c68a3997","0.881089719","No"
"0xaf1ca1107a0abb87b18a336559bff6bf3de6cc68","3152.25918696","No"
"0xaf4d9d18251c3642b09e7a996b38dc8556888b31","52900.966954396","No"
"0xb089a7ceb4d0f995c9ef364be990e932a4ff22c7","14635.620766035","No"
"0xb1236a998f9ee6d9542317bbbc59d824ba710731","5859.425993231","No"
"0xb24e111931c74beae75e71e07173057155cb0f95","0.429235166","No"
"0xb27c4d2019793a17230093baa8689c429d0265ee","7E-07","No"
"0xb3bc7e4df3d52a47b8ea4d36006b841cd4e32fd5","10898.303072934","No"
"0xb4d6ad57d4d439b11c94e880583b45a7956dd58f","255644.23846056","No"
"0xb68d246571130ab4da5f77f0a0ec84cce5f1dfa2","4606.118848016","No"
"0xb6b6510bf8bc20b171f0b6a225b2c918c207969b","0.949398236","No"
"0xb877593d24757942080a8e2f5c09be77a1eded63","178200","No"
"0xb8a62c9b88394141398b89e8c1bc8b7793254a4d","9350.83870184","No"
"0xbad415900333a9fabcb06631cd78e594a074d1d7","10000","No"
"0xbe8ab638064f67e8a1eaeac48d33bb9c2dcb6d69","3917.610747857","No"
"0xbf260d5b1d458b214daf5f022739441757647351","32157.607883585","No"
"0xc124814c7b775d8ca0e771aa88061ae7d3fd57c4","2299.529876561","No"
"0xc1d062124578512552846bfb757909448346a740","47235.743505863","No"
"0xc1e4f8dca5d91de30d8427af68aa2d45c6bcfce1","29872.296722209","No"
"0xc22a0e46f26bbe8205f8035f261da85619ac3f6e","18854.054513267","No"
"0xc2c961bd45889005842a2647a391567461890b6c","7930.419383428","No"
"0xc32290f2e0a8405a2bd8db8863237de2f534f1c0","41775.093040266","No"
"0xc461b39bff3a36433c8b2382be65852d8c17d669","27473.721855885","No"
"0xc4dfce4e85a8f2ac18835937ca32aefa552f5763","8474.8278741","No"
"0xc686f8e10305129699f6cc48bfb1e91fdaeaa440","24232.020857804","No"
"0xc6c40e99906293616f58cf45d6fd7c320583677c","31060.542702635","No"
"0xc74542ac093c7c023f95961de7671a406d83726e","40025.331087544","No"
"0xc8e041bac56a12d8e8641e0b9ad3faf8bf5039de","12519.829597812","No"
"0xc99fab9b1b575939ae5f020c27861584902ac1f9","80440.939832477","No"
"0xca9f529e165c86b36241979616656fc377dfb05d","4250.743560129","No"
"0xcb33c26c3239e4835512c44930725048c75cccb4","34653.204379109","No"
"0xcba3f13e2aa117cf5aa5698d60241cd761919870","0.146288161","No"
"0xcc324896bdc37985de7e9f6f9a21a1fcc4a2e011","10383.458120207","No"
"0xcc43c04001f68b5c3feee1f5b108819985a5b93f","722.0003419","No"
"0xcc7a5a2d132352aa60d7ed06a31327591c1f8776","65671.480320345","No"
"0xccb2c9663a0af79aa559e4c3cc21fac1128e2135","120938.595546362","No"
"0xcd118c21e07e32e41e6e3841a64fb2a13cac39c1","12227.743772352","No"
"0xd01b449980824b6131eda450b63f6219c2f5d53e","160677.113067535","No"
"0xd0441aa387f794f12e14b346f9581ca35158e882","8499.011551434","No"
"0xd08cbc88a36bd77deb4dcd87091a3b43bb9774fa","0.558169097","No"
"0xd1bb1b32d9b24c2a7434b3f2c1f544960b6850f3","2208.0096","No"
"0xd50c57242d27df5cfcbe4ee941a43ab839c62266","88004.624501471","No"
"0xd51042743552054b1dca6adc99eddd1eae9830c4","0.202489862","No"
"0xd7212e3300a37f84c355b6fa11b0999dc68360ca","129481.017768","No"
"0xd8c76d9050fe008d435aa08d37ddd1dc343e0fb7","9477.514698513","No"
"0xd91c88ebfebe13f5bd4bf0184b876fe81ff4cf40","7425.585827923","No"
"0xdb57d9e5322281c8ee5b268c60bef846297665d7","1925.704775683","No"
"0xdd4aced98c52f3a880c45a87d1c91389a1c0282f","12421.17005008","No"
"0xde92575505c1a2a46dd7029cbf9bacc903cf51c0","6463.264830008","No"
"0xdfe55d33d58a9b72cb827a115618e461ecca8cf9","5682.177077209","No"
"0xe0c11290ae96c02d8fdea9168bcf6d50bd9e2794","185762.001606007","No"
"0xe1664b8b854c823a6d45344eb3affff1c09df08d","15432.923815634","No"
"0xe1e360cfb0d8fb79e4ecbd5ee30a5448410fd717","78618.837142385","No"
"0xe2a6500a17ff88c21b6e56e416efc52b5c0947c8","54482.805114612","No"
"0xe2c976361cb18a42902450c0809e36917695bfb5","0.897059232","No"
"0xe3b85e4f261e9e54ecfa83e53e460ea37cbe9471","13416.808295203","No"
"0xe3b999185a4b2498d466b0461a2f6c52a9112446","10305.819774735","No"
"0xe4327ed51fc099c9aed5acace856ea1133d807bb","4780.51205149","No"
"0xe7487a038d39dbc7081ec44fa51b2cb8936c241f","17414.68411901","No"
"0xe78f0a668e63fabc9153aa059f8e1b0058098dca","178200","No"
"0xe8c060f8052e07423f71d445277c61ac5138a2e5","1E-09","No"
"0xea41d22718708c9443fe49cc47897f66414757fa","14887.925124392","No"
"0xeb00c0f8bb1ddf074b464dbcbe32164ad00e1a4b","3562.456977137","No"
"0xeb40484c6a1bb5ad6531c3d59c06ed07ae36030b","3541.085961559","No"
"0xebb863f3bba3bc74f828870a98bf2efc2f6a4ec2","5431.640324186","No"
"0xec7ee2ee70495b48f1a543e92b1daade073ac002","91198.735746001","No"
"0xecc596efaa8ac5618546eb13c62e0d490bc5829e","36004.86047564","No"
"0xef5af58a99423fb183476abcb62a341c6833a163","30365.055714423","No"
"0xf0dddfdbb6c1595aa846b32616afdc5679c74c85","2526.669305334","No"
"0xf14d709b068e7e172c1341474098e3ba5a64ffab","178200","No"
"0xf1e1b0252b140a59073e893d76f697334101b97a","136061.563432154","No"
"0xf21f1da5875e83b11db7f025a93360f46b1c53bf","24121.460634093","No"
"0xf4285e2805b009be55705211f0706b68f493df1b","632.920276088","No"
"0xf439afc30d51189d819d9f77e10f86e52e0c247a","8944.066190346","No"
"0xf4c94250ceac58e970200704cfded4bf50796ce2","10407.634249166","No"
"0xf5caae9c022e41d1db92ef95c0959562ff74dcaf","78915.583061773","No"
"0xf609fe881141507936f6474fce73d28847a26a5b","17974.227581932","No"
"0xf8b30d6ca79da0c33aaf5740f77fb71bfc1d0051","149916.150212567","No"
"0xf9e335b30bc7e776743ddfdbc4a8e008c488f432","127378.072602437","No"
"0xfa6a2a5f1bf50d9f22701b3050f478f7648d4b15","10683.809067644","No"
"0xfb0cc37b460646706899e50ddd248bf85c08abf2","1E-09","No"
"0xfb9242dc2c934554b9be78b6810f17f91063c2b6","4000.244425094","No"
"0xfc16ff04e8fb8c99f273f4a4f724d8e200a655c7","4747.411160799","No"
"0xfcc409ff72dc508f10c8e66ff8c97bdf53ed4308","28800","No"
"0xfdb807973f64571cff6c5a6029aa0617f1dcc495","64509.975388427","No"
"0xffba6b8fcdfc42e7310d065023456d45b2c34471","1E-09","No"
"0xffebd90d4d334a8a1c41e1add110730385b5358a","6388.469904026","No"
